Type of waste,Quantity (kg),Disposal method,Geographic location,Time period
Paper,82,Recycling,Bangalore,2023
Paper,80,Recycling,Bhopal,2022
Organic,156,Composting,Pune,2023
Organic,186,Composting,Ahmedabad,2023
Plastic,120,Landfill,Bhopal,2021
Plastic,84,Recycling,Bangalore,2023
Plastic,106,Recycling,Delhi,2023
Paper,135,Recycling,Kolkata,2023
Plastic,84,Recycling,Luckhnow,2023
Paper,95,Landfill,Bhopal,2021
Plastic,103,Recycling,Mumbai,2021
Organic,186,Composting,Pune,2023
Organic,161,Composting,Ahmedabad,2022
Plastic,165,Landfill,Bhopal,2022
Plastic,91,Recycling,Bangalore,2022
Organic,170,Composting,Pune,2023
Paper,80,Recycling,Luckhnow,2023
Plastic,122,Landfill,Bhopal,2022
Plastic,113,Recycling,Kolkata,2023
Organic,182,Composting,Bhubaneshwar,2023
Plastic,80,Landfill,Delhi,2023
Organic,167,Composting,Pune,2023
Paper,80,Recycling,Luckhnow,2023
Organic,183,Composting,Ahmedabad,2023
Plastic,96,Landfill,Delhi,2021
Organic,176,Composting,Ahmedabad,2023
Paper,105,Recycling,Mumbai,2023
Paper,93,Recycling,Kolkata,2023
Organic,200,Composting,Pune,2022
Plastic,105,Recycling,Luckhnow,2021
Organic,163,Landfill,Bhubaneshwar,2023
Plastic,93,Recycling,Mumbai,2021
Paper,80,Recycling,Luckhnow,2021
Paper,84,Recycling,Luckhnow,2023
Plastic,101,Landfill,Bangalore,2023
Organic,178,Composting,Bhubaneshwar,2022
Plastic,94,Recycling,Kolkata,2023
Plastic,94,Recycling,Mumbai,2023
Plastic,81,Recycling,Mumbai,2023
Plastic,92,Recycling,Bangalore,2023
Organic,200,Composting,Ahmedabad,2023
Organic,200,Composting,Pune,2022
Organic,180,Composting,Pune,2023
Organic,196,Composting,Pune,2023
Organic,165,Composting,Pune,2022
Paper,131,Recycling,Kolkata,2022
Organic,182,Composting,Pune,2022
Paper,160,Landfill,Bhopal,2022
Plastic,152,Landfill,Delhi,2021
Plastic,109,Landfill,Delhi,2022
Paper,144,Recycling,Bhopal,2022
Paper,112,Landfill,Luckhnow,2023
Paper,97,Landfill,Bhopal,2022
Organic,147,Composting,Ahmedabad,2023
Paper,83,Recycling,Kolkata,2023
Organic,171,Composting,Pune,2023
Organic,195,Composting,Pune,2022
Organic,133,Composting,Bhubaneshwar,2023
Plastic,89,Recycling,Mumbai,2023
Organic,192,Composting,Ahmedabad,2022
Organic,169,Composting,Ahmedabad,2023
Plastic,88,Recycling,Mumbai,2023
Organic,154,Composting,Ahmedabad,2023
Organic,181,Composting,Pune,2022
Paper,80,Landfill,Ahmedabad,2021
Paper,107,Landfill,Delhi,2021
Plastic,83,Recycling,Luckhnow,2023
Paper,111,Landfill,Bhopal,2022
Organic,187,Composting,Pune,2023
Organic,129,Composting,Bhubaneshwar,2023
Paper,87,Landfill,Bhopal,2021
Plastic,102,Recycling,Bangalore,2023
Organic,172,Composting,Bhubaneshwar,2022
Paper,85,Recycling,Luckhnow,2023
Organic,177,Composting,Ahmedabad,2023
Organic,189,Composting,Pune,2022
Organic,146,Recycling,Mumbai,2023
Paper,93,Recycling,Luckhnow,2021
Plastic,87,Recycling,Mumbai,2023
Paper,85,Recycling,Bhopal,2022
Organic,159,Composting,Ahmedabad,2023
Organic,196,Composting,Bhubaneshwar,2023
Organic,142,Composting,Bhubaneshwar,2023
Plastic,104,Landfill,Delhi,2021
Plastic,92,Recycling,Luckhnow,2023
Paper,80,Recycling,Luckhnow,2022
Plastic,85,Recycling,Mumbai,2023
Plastic,91,Recycling,Mumbai,2021
Plastic,99,Landfill,Delhi,2021
Organic,192,Composting,Pune,2022
Organic,182,Composting,Ahmedabad,2023
Paper,88,Recycling,Luckhnow,2021
Organic,131,Composting,Bhubaneshwar,2023
Paper,87,Recycling,Ahmedabad,2023
Paper,88,Recycling,Bangalore,2023
Organic,188,Composting,Ahmedabad,2023
Organic,171,Composting,Pune,2022
Plastic,151,Recycling,Kolkata,2023
Plastic,93,Recycling,Bhopal,2022
Plastic,112,Recycling,Mumbai,2023
Plastic,138,Recycling,Bangalore,2021
Organic,131,Composting,Bhubaneshwar,2023
Plastic,90,Landfill,Bhopal,2021
Organic,187,Composting,Bhubaneshwar,2023
Organic,183,Composting,Bhubaneshwar,2023
Organic,180,Composting,Pune,2023
Paper,194,Landfill,Bhopal,2022
Organic,157,Composting,Bhubaneshwar,2023
Plastic,84,Recycling,Luckhnow,2021
Plastic,80,Recycling,Bhubaneshwar,2021
Plastic,113,Landfill,Delhi,2021
Organic,200,Composting,Pune,2023
Plastic,120,Landfill,Delhi,2021
Paper,80,Recycling,Luckhnow,2021
Organic,200,Composting,Pune,2023
Plastic,94,Landfill,Delhi,2021
Organic,175,Composting,Pune,2023
Plastic,112,Recycling,Delhi,2023
Plastic,141,Recycling,Bangalore,2022
Paper,81,Landfill,Luckhnow,2022
Organic,126,Composting,Bhubaneshwar,2023
Plastic,81,Recycling,Bangalore,2023
Organic,146,Composting,Ahmedabad,2023
Plastic,106,Recycling,Mumbai,2021
Plastic,85,Landfill,Bangalore,2023
Plastic,108,Recycling,Mumbai,2023
Plastic,93,Landfill,Mumbai,2023
Paper,95,Landfill,Bhopal,2022
Plastic,86,Recycling,Bangalore,2023
Plastic,138,Recycling,Mumbai,2023
Organic,165,Composting,Bhubaneshwar,2022
Plastic,94,Recycling,Mumbai,2023
Plastic,99,Landfill,Delhi,2021
Paper,80,Recycling,Kolkata,2023
Paper,170,Recycling,Kolkata,2022
Plastic,90,Landfill,Mumbai,2021
Organic,185,Composting,Pune,2023
Plastic,96,Recycling,Mumbai,2023
Paper,112,Recycling,Luckhnow,2023
Plastic,108,Landfill,Delhi,2023
Organic,125,Composting,Bhubaneshwar,2023
Organic,200,Composting,Pune,2022
Paper,142,Recycling,Kolkata,2022
Plastic,107,Landfill,Delhi,2021
Organic,174,Composting,Ahmedabad,2023
Organic,130,Composting,Bhubaneshwar,2023
Paper,80,Recycling,Bangalore,2022
Organic,200,Composting,Ahmedabad,2023
Plastic,89,Recycling,Mumbai,2023
Organic,167,Composting,Pune,2022
Organic,176,Composting,Pune,2022
Plastic,91,Landfill,Delhi,2021
Plastic,93,Recycling,Mumbai,2021
Organic,165,Composting,Ahmedabad,2022
Plastic,104,Recycling,Mumbai,2023
Plastic,92,Landfill,Luckhnow,2023
Plastic,98,Recycling,Mumbai,2023
Plastic,87,Recycling,Mumbai,2023
Paper,87,Recycling,Bangalore,2023
Organic,187,Composting,Ahmedabad,2023
Organic,200,Composting,Pune,2022
Plastic,86,Recycling,Mumbai,2023
Paper,80,Recycling,Kolkata,2023
Organic,160,Composting,Bhubaneshwar,2023
Plastic,149,Recycling,Bangalore,2023
Plastic,112,Recycling,Delhi,2023
Organic,172,Composting,Pune,2022
Organic,185,Composting,Bhubaneshwar,2022
Organic,188,Composting,Pune,2022
Plastic,98,Recycling,Bangalore,2023
Organic,192,Composting,Ahmedabad,2022
Plastic,96,Recycling,Kolkata,2023
Organic,144,Composting,Bhubaneshwar,2023
Paper,84,Recycling,Kolkata,2023
Organic,200,Composting,Ahmedabad,2023
Plastic,89,Landfill,Mumbai,2021
Paper,87,Recycling,Kolkata,2023
Organic,177,Composting,Pune,2023
Plastic,83,Recycling,Mumbai,2023
Plastic,96,Recycling,Bangalore,2023
Organic,185,Composting,Pune,2023
Paper,80,Composting,Luckhnow,2022
Organic,188,Composting,Pune,2022
Paper,89,Landfill,Luckhnow,2021
Organic,152,Composting,Bhubaneshwar,2023
Paper,87,Recycling,Luckhnow,2023
Plastic,133,Recycling,Delhi,2023
Plastic,91,Recycling,Bangalore,2023
Plastic,116,Landfill,Delhi,2021
Paper,129,Recycling,Kolkata,2022
Plastic,87,Landfill,Kolkata,2023
Plastic,115,Landfill,Bhopal,2022
Paper,81,Recycling,Bangalore,2021
Plastic,101,Landfill,Delhi,2021
Paper,92,Recycling,Kolkata,2022
Organic,151,Composting,Bhubaneshwar,2023
Organic,200,Composting,Pune,2023
Organic,183,Composting,Pune,2023
Organic,184,Composting,Ahmedabad,2023
Paper,89,Recycling,Kolkata,2023
Organic,176,Composting,Ahmedabad,2023
Organic,174,Composting,Pune,2022
Plastic,96,Recycling,Bangalore,2021
Organic,168,Composting,Ahmedabad,2023
Organic,185,Composting,Pune,2022
Paper,80,Recycling,Kolkata,2022
Paper,86,Composting,Kolkata,2021
Paper,152,Recycling,Kolkata,2021
Organic,172,Composting,Ahmedabad,2022
Organic,200,Composting,Pune,2023
Plastic,80,Recycling,Bangalore,2023
Organic,200,Composting,Pune,2023
Plastic,80,Recycling,Mumbai,2023
Paper,90,Recycling,Luckhnow,2023
Plastic,82,Recycling,Kolkata,2023
Plastic,113,Recycling,Delhi,2023
Plastic,109,Landfill,Delhi,2021
Organic,166,Composting,Bhubaneshwar,2023
Organic,153,Composting,Ahmedabad,2021
Plastic,80,Recycling,Bangalore,2023
Organic,174,Composting,Ahmedabad,2022
Organic,167,Composting,Bhubaneshwar,2023
Plastic,92,Recycling,Delhi,2021
Plastic,89,Recycling,Delhi,2023
Paper,80,Recycling,Kolkata,2023
Plastic,96,Recycling,Delhi,2021
Paper,81,Recycling,Luckhnow,2021
Paper,81,Recycling,Luckhnow,2022
Paper,93,Recycling,Bhopal,2022
Organic,177,Composting,Pune,2023
Organic,136,Composting,Ahmedabad,2023
Organic,162,Composting,Bhubaneshwar,2023
Plastic,80,Recycling,Bangalore,2023
Paper,117,Recycling,Kolkata,2023
Paper,85,Recycling,Kolkata,2021
Plastic,107,Landfill,Delhi,2021
Plastic,119,Landfill,Bhopal,2021
Paper,103,Recycling,Luckhnow,2023
Paper,88,Recycling,Kolkata,2023
Plastic,81,Recycling,Mumbai,2023
Paper,98,Recycling,Luckhnow,2021
Plastic,154,Recycling,Bangalore,2023
Organic,171,Composting,Pune,2023
Plastic,84,Recycling,Luckhnow,2021
Plastic,88,Recycling,Kolkata,2023
Paper,88,Recycling,Kolkata,2022
Paper,127,Recycling,Kolkata,2023
Organic,186,Composting,Pune,2023
Plastic,90,Recycling,Luckhnow,2021
Organic,200,Composting,Bhubaneshwar,2023
Paper,81,Recycling,Kolkata,2023
Paper,81,Recycling,Luckhnow,2023
Organic,150,Composting,Pune,2022
Paper,101,Landfill,Bhopal,2022
Plastic,92,Recycling,Bangalore,2023
Paper,126,Composting,Kolkata,2023
Organic,156,Composting,Ahmedabad,2023
Plastic,111,Recycling,Bangalore,2023
Plastic,97,Landfill,Delhi,2021
Organic,113,Composting,Ahmedabad,2023
Organic,137,Composting,Ahmedabad,2023
Plastic,89,Landfill,Bhopal,2023
Paper,83,Recycling,Luckhnow,2022
Plastic,125,Landfill,Delhi,2021
Plastic,113,Landfill,Bhopal,2022
Organic,169,Composting,Ahmedabad,2023
Paper,80,Recycling,Luckhnow,2023
Paper,86,Recycling,Luckhnow,2023
Plastic,110,Landfill,Delhi,2021
Organic,182,Composting,Pune,2022
Organic,138,Composting,Bhubaneshwar,2023
Plastic,93,Recycling,Mumbai,2023
Plastic,108,Landfill,Delhi,2021
Plastic,94,Landfill,Delhi,2021
Paper,85,Landfill,Bhopal,2021
Plastic,110,Landfill,Delhi,2021
Organic,152,Composting,Pune,2023
Plastic,87,Recycling,Bangalore,2023
Organic,187,Composting,Pune,2023
Organic,200,Composting,Bhubaneshwar,2022
Plastic,159,Recycling,Bangalore,2023
Plastic,118,Recycling,Bangalore,2021
Paper,143,Recycling,Bhopal,2023
Plastic,164,Recycling,Bangalore,2021
Organic,178,Composting,Bhubaneshwar,2023
Paper,87,Recycling,Delhi,2021
Plastic,91,Recycling,Bangalore,2023
Organic,168,Composting,Bhubaneshwar,2023
Organic,130,Composting,Bhubaneshwar,2022
Plastic,97,Landfill,Delhi,2022
Paper,120,Recycling,Kolkata,2023
Paper,80,Recycling,Kolkata,2022
Plastic,157,Recycling,Mumbai,2023
Plastic,97,Recycling,Kolkata,2023
Paper,80,Recycling,Bhopal,2021
Paper,144,Recycling,Kolkata,2022
Paper,104,Landfill,Luckhnow,2023
Plastic,80,Recycling,Luckhnow,2023
Plastic,80,Recycling,Bangalore,2023
Plastic,111,Landfill,Bhopal,2022
Plastic,80,Recycling,Luckhnow,2023
Organic,160,Landfill,Bhopal,2022
Paper,93,Recycling,Mumbai,2023
Paper,80,Recycling,Luckhnow,2021
Organic,172,Composting,Ahmedabad,2022
Plastic,165,Recycling,Kolkata,2021
Plastic,99,Recycling,Delhi,2022
Paper,87,Recycling,Luckhnow,2023
Paper,80,Recycling,Bhopal,2022
Paper,103,Recycling,Mumbai,2022
Paper,80,Recycling,Luckhnow,2021
Organic,159,Composting,Ahmedabad,2023
Paper,98,Recycling,Mumbai,2023
Plastic,80,Recycling,Kolkata,2023
Organic,158,Composting,Bhubaneshwar,2023
Paper,141,Landfill,Bhopal,2023
Organic,141,Composting,Ahmedabad,2022
Plastic,81,Recycling,Kolkata,2021
Plastic,93,Recycling,Mumbai,2023
Plastic,123,Recycling,Luckhnow,2021
Paper,133,Landfill,Bhopal,2023
Organic,180,Composting,Ahmedabad,2023
Paper,81,Recycling,Mumbai,2021
Plastic,88,Recycling,Delhi,2021
Organic,200,Composting,Pune,2022
Organic,156,Composting,Pune,2022
Plastic,103,Landfill,Bangalore,2023
Organic,138,Composting,Ahmedabad,2023
Organic,175,Composting,Ahmedabad,2022
Organic,197,Composting,Ahmedabad,2022
Organic,172,Composting,Ahmedabad,2023
Paper,88,Recycling,Kolkata,2023
Plastic,140,Recycling,Mumbai,2023
Paper,145,Recycling,Luckhnow,2021
Organic,183,Composting,Ahmedabad,2022
Organic,185,Composting,Ahmedabad,2023
Organic,193,Composting,Pune,2023
Organic,177,Composting,Ahmedabad,2023
Paper,106,Landfill,Delhi,2021
Paper,192,Landfill,Bhopal,2022
Plastic,92,Recycling,Kolkata,2021
Organic,179,Composting,Bhubaneshwar,2023
Paper,91,Recycling,Mumbai,2023
Organic,155,Composting,Bhubaneshwar,2023
Plastic,80,Recycling,Mumbai,2023
Plastic,86,Recycling,Luckhnow,2021
Plastic,145,Recycling,Bangalore,2023
Plastic,98,Recycling,Bangalore,2023
Organic,194,Composting,Ahmedabad,2022
Plastic,81,Recycling,Bangalore,2023
Plastic,84,Recycling,Mumbai,2023
Plastic,93,Recycling,Kolkata,2023
Paper,86,Recycling,Bangalore,2023
Paper,164,Recycling,Bhopal,2022
Paper,154,Composting,Kolkata,2023
Organic,200,Composting,Ahmedabad,2023
Plastic,112,Landfill,Delhi,2021
Paper,80,Recycling,Luckhnow,2021
Organic,186,Composting,Bhubaneshwar,2023
Paper,122,Recycling,Kolkata,2023
Organic,179,Composting,Bhopal,2023
Plastic,95,Recycling,Delhi,2021
Plastic,91,Recycling,Mumbai,2023
Plastic,85,Recycling,Mumbai,2023
Plastic,84,Recycling,Bangalore,2023
Organic,188,Composting,Pune,2023
Plastic,85,Recycling,Bangalore,2023
Plastic,99,Recycling,Mumbai,2023
Plastic,137,Recycling,Mumbai,2023
Organic,154,Composting,Bhubaneshwar,2023
Plastic,102,Recycling,Delhi,2023
Paper,129,Landfill,Kolkata,2022
Paper,116,Landfill,Bhopal,2021
Plastic,112,Landfill,Mumbai,2021
Plastic,106,Recycling,Bangalore,2023
Paper,96,Recycling,Luckhnow,2023
Organic,164,Composting,Bhubaneshwar,2023
Paper,154,Recycling,Mumbai,2023
Plastic,99,Landfill,Bhopal,2022
Organic,187,Composting,Ahmedabad,2023
Organic,180,Composting,Ahmedabad,2022
Organic,193,Composting,Bhubaneshwar,2023
Organic,162,Composting,Ahmedabad,2022
Plastic,83,Recycling,Mumbai,2023
Paper,115,Recycling,Bangalore,2023
Organic,141,Composting,Ahmedabad,2023
Organic,150,Composting,Ahmedabad,2023
Plastic,108,Recycling,Mumbai,2021
Plastic,99,Landfill,Delhi,2023
Organic,200,Composting,Pune,2022
Organic,182,Composting,Pune,2023
Organic,200,Composting,Bhubaneshwar,2022
Paper,125,Recycling,Kolkata,2023
Paper,90,Recycling,Luckhnow,2022
Paper,159,Recycling,Bhopal,2023
Paper,80,Recycling,Kolkata,2023
Organic,186,Composting,Pune,2023
Organic,181,Composting,Bhubaneshwar,2022
Paper,139,Composting,Bhubaneshwar,2023
Organic,186,Composting,Ahmedabad,2022
Organic,197,Composting,Pune,2023
Paper,99,Recycling,Mumbai,2023
Organic,188,Composting,Pune,2023
Paper,113,Landfill,Bhopal,2022
Plastic,80,Recycling,Mumbai,2023
Plastic,99,Recycling,Bangalore,2023
Organic,143,Recycling,Bhubaneshwar,2023
Organic,188,Composting,Pune,2022
Plastic,122,Recycling,Bangalore,2021
Plastic,93,Recycling,Luckhnow,2023
Paper,80,Recycling,Kolkata,2023
Organic,190,Composting,Pune,2023
Plastic,114,Recycling,Mumbai,2021
Paper,99,Recycling,Luckhnow,2022
Organic,163,Composting,Pune,2022
Organic,149,Composting,Pune,2023
Plastic,80,Recycling,Bangalore,2023
Paper,85,Landfill,Bangalore,2021
Paper,85,Recycling,Luckhnow,2021
Organic,171,Composting,Ahmedabad,2023
Plastic,162,Recycling,Delhi,2023
Organic,182,Composting,Bhubaneshwar,2023
Plastic,107,Landfill,Luckhnow,2021
Organic,200,Composting,Pune,2023
Paper,85,Recycling,Bhopal,2023
Organic,191,Composting,Ahmedabad,2022
Organic,187,Composting,Ahmedabad,2023
Plastic,90,Recycling,Kolkata,2023
Paper,85,Recycling,Delhi,2021
Organic,119,Composting,Bhubaneshwar,2023
Paper,141,Recycling,Kolkata,2022
Plastic,166,Recycling,Kolkata,2023
Plastic,102,Landfill,Delhi,2021
Organic,198,Composting,Bangalore,2023
Organic,195,Composting,Pune,2021
Organic,135,Composting,Ahmedabad,2023
Plastic,90,Recycling,Mumbai,2023
Organic,164,Composting,Bhubaneshwar,2023
Plastic,116,Landfill,Delhi,2021
Paper,81,Recycling,Luckhnow,2023
Plastic,170,Landfill,Bhopal,2023
Paper,93,Recycling,Kolkata,2023
Organic,187,Composting,Pune,2023
Plastic,101,Landfill,Delhi,2021
Plastic,83,Landfill,Bangalore,2023
Paper,104,Recycling,Luckhnow,2022
Paper,103,Recycling,Luckhnow,2023
Organic,190,Composting,Pune,2023
Paper,98,Landfill,Bhopal,2022
Plastic,87,Landfill,Bhopal,2021
Plastic,104,Landfill,Bhopal,2022
Organic,132,Recycling,Bangalore,2023
Plastic,103,Landfill,Delhi,2022
Organic,164,Composting,Bhubaneshwar,2023
Paper,96,Landfill,Bhopal,2022
Plastic,86,Recycling,Mumbai,2023
Plastic,95,Recycling,Delhi,2021
Organic,161,Composting,Bhubaneshwar,2023
Organic,158,Composting,Ahmedabad,2023
Organic,158,Composting,Pune,2022
Paper,122,Landfill,Bhopal,2022
Paper,96,Landfill,Bhopal,2022
Plastic,104,Recycling,Luckhnow,2021
Organic,165,Composting,Bhubaneshwar,2023
Plastic,148,Recycling,Bangalore,2023
Organic,158,Composting,Bhubaneshwar,2023
Plastic,137,Recycling,Luckhnow,2023
Plastic,139,Composting,Pune,2023
Organic,107,Landfill,Mumbai,2023
Plastic,83,Recycling,Bangalore,2023
Plastic,127,Recycling,Bhubaneshwar,2023
Plastic,115,Landfill,Delhi,2021
Plastic,200,Landfill,Delhi,2021
Paper,80,Recycling,Luckhnow,2021
Paper,200,Composting,Ahmedabad,2023
Paper,99,Recycling,Bhopal,2022
Organic,173,Composting,Pune,2023
Plastic,94,Recycling,Mumbai,2023
Organic,166,Composting,Bhubaneshwar,2023
Organic,200,Composting,Ahmedabad,2022
Organic,200,Composting,Pune,2022
Organic,152,Composting,Bhubaneshwar,2023
Organic,166,Composting,Ahmedabad,2023
Plastic,92,Recycling,Mumbai,2023
Paper,87,Landfill,Bhopal,2022
Plastic,102,Recycling,Delhi,2021
Plastic,144,Recycling,Bangalore,2023
Organic,186,Composting,Pune,2022
Plastic,86,Recycling,Bangalore,2022
Plastic,174,Landfill,Delhi,2021
Organic,178,Composting,Pune,2022
Plastic,108,Landfill,Delhi,2021
Paper,80,Recycling,Kolkata,2022
Paper,80,Landfill,Bhopal,2022
Plastic,90,Recycling,Mumbai,2023
Plastic,85,Recycling,Bangalore,2023
Plastic,104,Landfill,Delhi,2023
Organic,189,Composting,Bhubaneshwar,2023
Organic,159,Composting,Ahmedabad,2023
Paper,80,Recycling,Luckhnow,2023
Paper,155,Recycling,Kolkata,2023
Plastic,155,Recycling,Bangalore,2023
Paper,104,Recycling,Bhopal,2021
Organic,200,Composting,Pune,2022
Organic,144,Composting,Bhubaneshwar,2023
Paper,103,Recycling,Luckhnow,2023
Plastic,115,Recycling,Kolkata,2023
Paper,109,Landfill,Delhi,2021
Plastic,80,Recycling,Kolkata,2023
Paper,93,Recycling,Kolkata,2023
Organic,177,Composting,Ahmedabad,2023
Organic,170,Composting,Ahmedabad,2022
Organic,193,Composting,Pune,2023
Plastic,93,Recycling,Luckhnow,2023
Plastic,109,Landfill,Delhi,2021
Plastic,100,Recycling,Bangalore,2023
Organic,188,Composting,Pune,2022
Organic,200,Composting,Ahmedabad,2022
Paper,178,Landfill,Bhopal,2022
Organic,167,Composting,Bhubaneshwar,2023
Paper,155,Recycling,Kolkata,2023
Paper,160,Landfill,Bhopal,2022
Paper,153,Recycling,Bhopal,2023
Plastic,106,Landfill,Bhopal,2021
Organic,175,Composting,Pune,2023
Organic,159,Composting,Pune,2022
Organic,156,Composting,Pune,2022
Plastic,91,Recycling,Bangalore,2023
Organic,169,Composting,Ahmedabad,2023
Paper,85,Landfill,Bhopal,2022
Paper,139,Landfill,Luckhnow,2021
Organic,192,Composting,Ahmedabad,2023
Organic,182,Composting,Pune,2023
Paper,101,Recycling,Kolkata,2021
Plastic,109,Landfill,Delhi,2021
Paper,105,Landfill,Bangalore,2021
Organic,187,Composting,Ahmedabad,2022
Plastic,91,Recycling,Bangalore,2023
Plastic,189,Recycling,Bangalore,2022
Plastic,113,Landfill,Bhopal,2021
Paper,127,Recycling,Kolkata,2021
Paper,80,Landfill,Bhopal,2022
Plastic,90,Recycling,Luckhnow,2023
Paper,112,Landfill,Bhopal,2022
Organic,191,Composting,Ahmedabad,2023
Plastic,100,Recycling,Bangalore,2023
Plastic,95,Recycling,Mumbai,2021
Paper,84,Landfill,Bhopal,2022
Paper,92,Recycling,Luckhnow,2023
Paper,82,Recycling,Mumbai,2023
Paper,105,Landfill,Delhi,2021
Paper,90,Recycling,Kolkata,2021
Plastic,83,Recycling,Mumbai,2023
Plastic,81,Recycling,Bangalore,2023
Paper,80,Recycling,Kolkata,2022
Organic,178,Composting,Pune,2022
Paper,90,Recycling,Mumbai,2023
Organic,186,Composting,Ahmedabad,2023
Plastic,91,Recycling,Bangalore,2023
Paper,96,Recycling,Bhopal,2021
Plastic,83,Recycling,Luckhnow,2021
Paper,97,Recycling,Bhopal,2022
Plastic,172,Landfill,Mumbai,2023
Organic,170,Composting,Ahmedabad,2023
Paper,97,Landfill,Bhopal,2021
Plastic,92,Landfill,Delhi,2022
Plastic,94,Recycling,Mumbai,2023
Paper,101,Recycling,Luckhnow,2023
Plastic,163,Landfill,Delhi,2021
Paper,145,Recycling,Kolkata,2022
Paper,100,Landfill,Bhopal,2022
Organic,181,Composting,Ahmedabad,2023
Organic,171,Composting,Ahmedabad,2023
Paper,125,Recycling,Kolkata,2021
Organic,132,Composting,Bhubaneshwar,2023
Organic,200,Composting,Pune,2022
Organic,162,Composting,Bhubaneshwar,2023
Plastic,103,Landfill,Delhi,2021
Organic,176,Composting,Bhubaneshwar,2023
Paper,81,Recycling,Luckhnow,2023
Plastic,103,Recycling,Mumbai,2023
Organic,173,Composting,Bhubaneshwar,2023
Paper,130,Recycling,Kolkata,2023
Paper,91,Recycling,Luckhnow,2023
Paper,91,Landfill,Bhopal,2021
Plastic,159,Landfill,Bhubaneshwar,2023
Organic,187,Composting,Bhubaneshwar,2023
Plastic,84,Recycling,Mumbai,2023
Paper,80,Recycling,Kolkata,2021
Organic,167,Composting,Bhubaneshwar,2022
Paper,103,Landfill,Bhopal,2022
Organic,200,Composting,Pune,2022
Plastic,84,Recycling,Bangalore,2023
Paper,130,Landfill,Delhi,2021
Paper,123,Recycling,Kolkata,2023
Plastic,109,Recycling,Bangalore,2021
Organic,176,Composting,Ahmedabad,2023
Paper,131,Recycling,Kolkata,2022
Organic,165,Composting,Ahmedabad,2023
Plastic,90,Recycling,Mumbai,2023
Organic,181,Composting,Ahmedabad,2023
Paper,158,Recycling,Bangalore,2023
Plastic,98,Landfill,Delhi,2022
Paper,102,Recycling,Luckhnow,2021
Organic,160,Composting,Ahmedabad,2023
Paper,80,Recycling,Luckhnow,2022
Paper,138,Recycling,Kolkata,2023
Organic,145,Composting,Ahmedabad,2023
Plastic,102,Recycling,Mumbai,2023
Organic,158,Composting,Pune,2023
Organic,155,Composting,Ahmedabad,2023
Plastic,99,Landfill,Delhi,2021
Plastic,156,Recycling,Kolkata,2023
Paper,80,Recycling,Bangalore,2022
Plastic,200,Landfill,Delhi,2021
Plastic,109,Landfill,Delhi,2021
Plastic,86,Recycling,Mumbai,2023
Organic,188,Composting,Pune,2021
Plastic,105,Landfill,Bhopal,2021
Plastic,107,Landfill,Delhi,2021
Plastic,93,Recycling,Kolkata,2021
Paper,111,Recycling,Luckhnow,2023
Paper,92,Recycling,Luckhnow,2021
Paper,92,Landfill,Bhopal,2022
Plastic,80,Recycling,Delhi,2023
Plastic,132,Recycling,Bangalore,2023
Paper,80,Recycling,Bhopal,2023
Paper,93,Landfill,Luckhnow,2023
Paper,92,Recycling,Pune,2023
Plastic,91,Recycling,Bangalore,2023
Plastic,133,Recycling,Luckhnow,2022
Organic,200,Composting,Pune,2023
Organic,142,Composting,Ahmedabad,2023
Plastic,91,Recycling,Mumbai,2023
Organic,165,Composting,Bhubaneshwar,2023
Plastic,122,Recycling,Mumbai,2023
Plastic,122,Landfill,Delhi,2021
Organic,200,Composting,Pune,2023
Paper,157,Composting,Pune,2022
Plastic,95,Landfill,Delhi,2022
Plastic,99,Landfill,Delhi,2021
Organic,184,Composting,Ahmedabad,2022
Paper,89,Recycling,Luckhnow,2022
Paper,106,Recycling,Luckhnow,2021
Organic,178,Composting,Ahmedabad,2023
Organic,180,Composting,Ahmedabad,2023
Plastic,88,Recycling,Bhopal,2021
Organic,174,Composting,Bhubaneshwar,2023
Plastic,105,Landfill,Delhi,2023
Plastic,106,Landfill,Bhopal,2022
Organic,152,Recycling,Pune,2022
Organic,147,Composting,Bhubaneshwar,2023
Organic,128,Composting,Kolkata,2023
Organic,159,Composting,Ahmedabad,2022
Plastic,128,Recycling,Bangalore,2023
Organic,179,Composting,Ahmedabad,2023
Paper,98,Landfill,Luckhnow,2021
Organic,200,Composting,Pune,2023
Plastic,94,Landfill,Delhi,2023
Plastic,109,Recycling,Bangalore,2023
Organic,191,Composting,Ahmedabad,2023
Paper,96,Landfill,Bhopal,2021
Plastic,105,Landfill,Delhi,2021
Plastic,88,Recycling,Kolkata,2023
Organic,152,Composting,Pune,2023
Paper,98,Landfill,Bhopal,2021
Paper,107,Landfill,Delhi,2021
Plastic,121,Recycling,Mumbai,2023
Plastic,173,Landfill,Bhopal,2022
Organic,172,Composting,Bhubaneshwar,2023
Organic,140,Composting,Bhubaneshwar,2023
Paper,160,Recycling,Kolkata,2022
Organic,164,Composting,Ahmedabad,2022
Plastic,111,Recycling,Bangalore,2023
Plastic,104,Landfill,Bangalore,2023
Organic,184,Composting,Pune,2023
Organic,189,Composting,Pune,2022
Organic,190,Recycling,Ahmedabad,2023
Plastic,100,Recycling,Delhi,2023
Organic,162,Composting,Ahmedabad,2023
Plastic,91,Recycling,Bangalore,2023
Paper,109,Landfill,Bhopal,2022
Plastic,193,Landfill,Delhi,2021
Plastic,95,Recycling,Bangalore,2023
