Type of waste,Quantity (kg),Disposal method,Geographic location,Time period
Organic,235,Recycling,Pimpri-Chinchwad,2021
Plastic,211,Recycling,Nashik,2022
Organic,209,Recycling,Mumbai,2022
Organic,214,Landfill,Meerut,2020
Paper,52,Recycling,Kolkata,2022
Organic,54,Composting,Pune,2020
Plastic,198,Recycling,Kalyan-Dombivli,2021
Paper,284,Recycling,Nashik,2023
Plastic,151,Recycling,Varanasi,2020
Organic,178,Recycling,Ludhiana,2023
Paper,130,Composting,Delhi,2020
Paper,118,Recycling,Mumbai,2020
Organic,118,Recycling,Vasai-Virar,2020
Organic,74,Recycling,Indore,2021
Organic,104,Recycling,Varanasi,2022
Organic,52,Recycling,Ahmedabad,2020
Organic,105,Recycling,Jaipur,2023
Paper,120,Composting,Nagpur,2022
Plastic,94,Composting,Varanasi,2021
Plastic,214,Composting,Jaipur,2021
Plastic,217,Recycling,Nashik,2020
Plastic,113,Landfill,Pune,2020
Organic,97,Recycling,Nagpur,2020
Organic,160,Recycling,Meerut,2022
Organic,105,Recycling,Pimpri-Chinchwad,2020
Organic,213,Recycling,Surat,2021
Organic,87,Recycling,Pimpri-Chinchwad,2021
Organic,102,Landfill,Lucknow,2024
Organic,129,Recycling,Kolkata,2023
Paper,230,Recycling,Varanasi,2021
Organic,170,Landfill,Nagpur,2022
Plastic,160,Composting,Pimpri-Chinchwad,2022
Plastic,200,Composting,Kanpur,2020
Plastic,71,Composting,Thane,2021
Organic,112,Recycling,Vasai-Virar,2020
Plastic,270,Composting,Lucknow,2021
Paper,110,Landfill,Bangalore,2020
Paper,273,Composting,Ghaziabad,2020
Paper,225,Composting,Vadodara,2020
Plastic,52,Recycling,Pimpri-Chinchwad,2024
Organic,74,Recycling,Meerut,2020
Organic,176,Landfill,Nagpur,2022
Organic,249,Recycling,Patna,2021
Plastic,223,Recycling,Mumbai,2020
Plastic,217,Composting,Thane,2023
Organic,170,Recycling,Varanasi,2020
Plastic,168,Composting,Mumbai,2022
Plastic,201,Composting,Vasai-Virar,2022
Plastic,249,Composting,Nashik,2021
Plastic,140,Composting,Rajkot,2020
Organic,52,Recycling,Rajkot,2020
Plastic,69,Recycling,Rajkot,2022
Organic,160,Recycling,Meerut,2020
Organic,145,Recycling,Vasai-Virar,2022
Organic,239,Recycling,Chennai,2022
Plastic,101,Recycling,Delhi,2020
Organic,97,Landfill,Kalyan-Dombivli,2020
Paper,129,Composting,Vasai-Virar,2023
Paper,127,Composting,Rajkot,2020
Organic,115,Recycling,Pune,2020
Paper,212,Composting,Hyderabad,2020
Organic,83,Recycling,Chennai,2023
Organic,69,Landfill,Ahmedabad,2020
Paper,129,Composting,Meerut,2021
Organic,152,Recycling,Meerut,2020
Paper,225,Recycling,Vadodara,2021
Paper,100,Composting,Delhi,2020
Paper,167,Composting,Surat,2021
Plastic,159,Composting,Meerut,2023
Organic,175,Recycling,Pune,2021
Organic,115,Recycling,Varanasi,2021
Plastic,122,Composting,Mumbai,2020
Organic,188,Composting,Nagpur,2021
Organic,249,Recycling,Pimpri-Chinchwad,2020
Plastic,75,Composting,Kanpur,2024
Organic,163,Recycling,Bhopal,2021
Paper,87,Recycling,Pune,2020
Plastic,266,Composting,Varanasi,2020
Organic,217,Recycling,Vadodara,2020
Organic,116,Recycling,Faridabad,2020
Paper,255,Recycling,Nashik,2024
Plastic,182,Recycling,Delhi,2020
Plastic,52,Landfill,Meerut,2020
Plastic,61,Recycling,Kalyan-Dombivli,2020
Plastic,52,Composting,Jaipur,2024
Organic,243,Recycling,Varanasi,2020
Plastic,139,Recycling,Pune,2022
Paper,71,Recycling,Ahmedabad,2021
Plastic,216,Composting,Ludhiana,2023
Paper,52,Composting,Kalyan-Dombivli,2021
Organic,173,Recycling,Pimpri-Chinchwad,2022
Plastic,146,Composting,Hyderabad,2020
Plastic,194,Composting,Kanpur,2022
Plastic,175,Composting,Ghaziabad,2021
Plastic,194,Composting,Pune,2022
Plastic,133,Composting,Jaipur,2022
Paper,100,Recycling,Nagpur,2020
Plastic,194,Composting,Vasai-Virar,2021
Organic,111,Recycling,Meerut,2020
Plastic,55,Composting,Faridabad,2021
Plastic,231,Composting,Ludhiana,2021
Paper,163,Composting,Nagpur,2021
Organic,147,Recycling,Agra,2020
Plastic,189,Composting,Meerut,2023
Paper,239,Recycling,Ghaziabad,2022
Plastic,52,Recycling,Pune,2023
Organic,217,Composting,Agra,2020
Plastic,108,Landfill,Lucknow,2021
Organic,65,Recycling,Varanasi,2020
Plastic,72,Landfill,Chennai,2020
Organic,141,Recycling,Delhi,2020
Organic,119,Landfill,Kanpur,2020
Paper,256,Recycling,Hyderabad,2023
Organic,88,Recycling,Kalyan-Dombivli,2024
Plastic,144,Composting,Vasai-Virar,2022
Plastic,154,Composting,Pune,2022
Paper,114,Recycling,Varanasi,2020
Plastic,57,Landfill,Indore,2021
Plastic,59,Composting,Pimpri-Chinchwad,2020
Plastic,228,Composting,Meerut,2022
Organic,291,Recycling,Visakhapatnam,2021
Plastic,68,Composting,Indore,2024
Plastic,183,Landfill,Rajkot,2020
Organic,226,Landfill,Chennai,2024
Paper,128,Composting,Varanasi,2020
Plastic,52,Recycling,Nagpur,2022
Plastic,200,Landfill,Meerut,2020
Organic,286,Recycling,Rajkot,2020
Organic,166,Composting,Chennai,2020
Organic,70,Recycling,Jaipur,2020
Plastic,200,Composting,Patna,2020
Plastic,247,Composting,Meerut,2020
Organic,52,Recycling,Ahmedabad,2020
Plastic,202,Landfill,Vasai-Virar,2020
Plastic,210,Composting,Indore,2022
Paper,118,Composting,Meerut,2024
Plastic,200,Composting,Chennai,2020
Plastic,249,Composting,Lucknow,2020
Paper,104,Composting,Pune,2022
Plastic,164,Recycling,Pune,2021
Plastic,133,Composting,Indore,2021
Plastic,202,Composting,Nagpur,2020
Plastic,212,Composting,Indore,2020
Paper,290,Composting,Ahmedabad,2023
Paper,128,Composting,Nashik,2020
Organic,97,Recycling,Visakhapatnam,2021
Organic,92,Recycling,Agra,2020
Paper,160,Landfill,Kalyan-Dombivli,2023
Organic,219,Recycling,Thane,2020
Paper,101,Landfill,Thane,2023
Paper,64,Composting,Thane,2020
Plastic,205,Composting,Vasai-Virar,2020
Plastic,175,Recycling,Jaipur,2020
Plastic,172,Composting,Nagpur,2020
Plastic,108,Recycling,Nashik,2023
Plastic,101,Composting,Surat,2023
Plastic,152,Composting,Delhi,2021
Paper,107,Composting,Meerut,2022
Paper,129,Recycling,Thane,2022
Plastic,178,Landfill,Kalyan-Dombivli,2024
Paper,271,Composting,Bangalore,2020
Organic,134,Recycling,Kalyan-Dombivli,2023
Plastic,218,Composting,Surat,2020
Plastic,163,Landfill,Delhi,2022
Organic,232,Recycling,Kalyan-Dombivli,2020
Paper,151,Composting,Pimpri-Chinchwad,2020
Plastic,283,Recycling,Faridabad,2020
Organic,212,Recycling,Rajkot,2020
Plastic,147,Landfill,Ludhiana,2022
Plastic,240,Composting,Vasai-Virar,2020
Paper,128,Recycling,Thane,2020
Organic,140,Recycling,Thane,2022
Plastic,70,Composting,Pune,2021
Plastic,256,Recycling,Indore,2020
Organic,265,Recycling,Pimpri-Chinchwad,2020
Organic,138,Recycling,Bangalore,2020
Plastic,56,Landfill,Pune,2021
Plastic,85,Composting,Ghaziabad,2020
Plastic,133,Composting,Nagpur,2020
Organic,99,Recycling,Mumbai,2020
Paper,264,Composting,Patna,2020
Organic,57,Recycling,Kalyan-Dombivli,2020
Organic,262,Recycling,Nashik,2020
Organic,204,Composting,Vadodara,2020
Plastic,101,Recycling,Thane,2020
Organic,257,Recycling,Varanasi,2023
Paper,199,Composting,Hyderabad,2021
Plastic,253,Composting,Visakhapatnam,2020
Plastic,120,Composting,Pune,2023
Plastic,197,Recycling,Vadodara,2020
Plastic,124,Composting,Ahmedabad,2020
Plastic,149,Recycling,Indore,2022
Organic,133,Recycling,Meerut,2021
Paper,123,Recycling,Thane,2022
Organic,52,Recycling,Kanpur,2020
Organic,118,Composting,Varanasi,2020
Organic,116,Composting,Visakhapatnam,2022
Organic,83,Composting,Chennai,2021
Plastic,169,Composting,Vasai-Virar,2022
Organic,107,Recycling,Patna,2020
Paper,257,Recycling,Jaipur,2022
Organic,85,Recycling,Varanasi,2021
Plastic,71,Recycling,Ludhiana,2020
Plastic,171,Recycling,Jaipur,2022
Organic,73,Recycling,Nagpur,2020
Plastic,52,Landfill,Pimpri-Chinchwad,2021
Plastic,207,Composting,Pune,2021
Organic,226,Recycling,Kalyan-Dombivli,2020
Organic,291,Recycling,Vadodara,2021
Paper,183,Composting,Ghaziabad,2020
Organic,190,Recycling,Kolkata,2022
Paper,146,Composting,Kolkata,2020
Organic,52,Composting,Chennai,2020
Paper,121,Recycling,Surat,2022
Organic,210,Recycling,Kalyan-Dombivli,2020
Paper,123,Composting,Ludhiana,2023
Organic,241,Recycling,Kalyan-Dombivli,2022
Plastic,116,Composting,Meerut,2023
Paper,219,Composting,Visakhapatnam,2024
Plastic,180,Landfill,Chennai,2022
Plastic,189,Composting,Indore,2020
Paper,196,Recycling,Pune,2020
Paper,54,Composting,Meerut,2020
Organic,201,Composting,Ludhiana,2020
Plastic,195,Composting,Ludhiana,2024
Organic,182,Composting,Kalyan-Dombivli,2020
Plastic,99,Recycling,Visakhapatnam,2020
Organic,77,Recycling,Thane,2020
Paper,141,Composting,Patna,2023
Plastic,201,Composting,Agra,2020
Plastic,100,Recycling,Lucknow,2020
Paper,237,Composting,Mumbai,2021
Organic,89,Composting,Indore,2020
Organic,174,Recycling,Faridabad,2021
Organic,224,Recycling,Kalyan-Dombivli,2022
Organic,52,Landfill,Pune,2022
Organic,283,Recycling,Rajkot,2022
Organic,291,Composting,Hyderabad,2022
Plastic,67,Composting,Delhi,2022
Organic,153,Recycling,Vasai-Virar,2022
Organic,200,Recycling,Varanasi,2020
Paper,52,Landfill,Nashik,2021
Organic,121,Landfill,Nagpur,2020
Organic,285,Recycling,Jaipur,2020
Organic,275,Recycling,Hyderabad,2020
Organic,52,Recycling,Vasai-Virar,2022
Plastic,52,Landfill,Pune,2020
Organic,116,Recycling,Lucknow,2022
Organic,52,Recycling,Ahmedabad,2020
Paper,156,Recycling,Nashik,2022
Plastic,153,Composting,Vasai-Virar,2020
Paper,173,Composting,Kolkata,2020
Plastic,67,Landfill,Kanpur,2020
Plastic,167,Composting,Pune,2022
Organic,61,Landfill,Varanasi,2020
Organic,178,Composting,Pimpri-Chinchwad,2020
Organic,184,Recycling,Vasai-Virar,2023
Organic,228,Composting,Vadodara,2020
Plastic,236,Composting,Patna,2022
Organic,267,Landfill,Lucknow,2024
Organic,231,Recycling,Pimpri-Chinchwad,2022
Organic,210,Recycling,Kalyan-Dombivli,2022
Plastic,177,Recycling,Bhopal,2022
Organic,207,Composting,Pimpri-Chinchwad,2021
Organic,226,Composting,Vasai-Virar,2020
Plastic,181,Composting,Hyderabad,2021
Organic,219,Recycling,Faridabad,2023
Paper,82,Recycling,Vasai-Virar,2021
Plastic,197,Recycling,Visakhapatnam,2020
Organic,77,Recycling,Ahmedabad,2020
Plastic,101,Landfill,Kalyan-Dombivli,2022
Paper,291,Composting,Pimpri-Chinchwad,2020
Plastic,72,Landfill,Rajkot,2022
Paper,198,Composting,Bhopal,2020
Organic,141,Recycling,Nagpur,2020
Organic,130,Recycling,Nagpur,2020
Organic,226,Recycling,Pimpri-Chinchwad,2020
Organic,187,Recycling,Kanpur,2021
Paper,52,Recycling,Vadodara,2023
Plastic,90,Composting,Kolkata,2021
Paper,196,Composting,Mumbai,2021
Plastic,217,Recycling,Vadodara,2021
Plastic,96,Recycling,Nashik,2020
Paper,243,Composting,Delhi,2021
Organic,103,Recycling,Visakhapatnam,2020
Paper,61,Landfill,Nagpur,2021
Organic,52,Landfill,Pimpri-Chinchwad,2021
Organic,141,Recycling,Vadodara,2020
Paper,134,Landfill,Rajkot,2023
Organic,166,Composting,Bangalore,2021
Organic,215,Recycling,Pimpri-Chinchwad,2020
Organic,115,Composting,Lucknow,2020
Plastic,221,Recycling,Visakhapatnam,2020
Plastic,156,Landfill,Pune,2021
Plastic,52,Recycling,Rajkot,2020
Plastic,210,Composting,Thane,2023
Paper,89,Composting,Hyderabad,2020
Plastic,91,Landfill,Hyderabad,2024
Organic,68,Landfill,Bangalore,2021
Paper,135,Composting,Varanasi,2022
Organic,236,Composting,Jaipur,2021
Paper,118,Recycling,Meerut,2022
Plastic,70,Composting,Surat,2020
Organic,176,Recycling,Agra,2022
Organic,230,Composting,Nagpur,2020
Organic,96,Landfill,Thane,2020
Organic,212,Recycling,Bangalore,2020
Organic,157,Composting,Hyderabad,2020
Plastic,59,Recycling,Bhopal,2021
Plastic,65,Composting,Hyderabad,2020
Plastic,216,Composting,Nashik,2022
Organic,206,Composting,Ludhiana,2020
Organic,112,Recycling,Lucknow,2020
Organic,63,Recycling,Vadodara,2020
Paper,267,Recycling,Bhopal,2020
Organic,161,Recycling,Thane,2021
Paper,112,Composting,Mumbai,2020
Organic,138,Recycling,Lucknow,2020
Paper,58,Composting,Visakhapatnam,2021
Organic,215,Recycling,Ahmedabad,2020
Plastic,91,Landfill,Meerut,2024
Plastic,115,Composting,Surat,2023
Plastic,52,Composting,Rajkot,2020
Organic,118,Landfill,Ludhiana,2021
Organic,185,Composting,Nagpur,2020
Organic,178,Recycling,Pimpri-Chinchwad,2020
Plastic,59,Composting,Agra,2020
Paper,110,Recycling,Ludhiana,2020
Paper,139,Recycling,Varanasi,2022
Paper,77,Composting,Mumbai,2024
Plastic,180,Landfill,Nagpur,2021
Organic,229,Composting,Mumbai,2021
Organic,184,Recycling,Lucknow,2022
Plastic,174,Recycling,Pune,2020
Organic,291,Recycling,Lucknow,2020
Plastic,52,Composting,Jaipur,2023
Paper,235,Recycling,Vasai-Virar,2021
Organic,133,Recycling,Kalyan-Dombivli,2020
Plastic,52,Composting,Nashik,2020
Organic,160,Recycling,Kalyan-Dombivli,2020
Organic,82,Recycling,Nagpur,2020
Plastic,69,Recycling,Rajkot,2021
Plastic,231,Recycling,Vadodara,2021
Paper,179,Composting,Pimpri-Chinchwad,2022
Paper,101,Recycling,Vadodara,2020
Organic,139,Recycling,Chennai,2021
Paper,108,Composting,Jaipur,2022
Organic,134,Recycling,Vadodara,2021
Organic,162,Recycling,Nagpur,2022
Organic,93,Recycling,Kanpur,2021
Plastic,167,Recycling,Surat,2024
Organic,227,Recycling,Thane,2022
Plastic,115,Composting,Faridabad,2020
Organic,110,Recycling,Kalyan-Dombivli,2020
Plastic,266,Recycling,Mumbai,2020
Plastic,214,Composting,Thane,2020
Organic,244,Recycling,Pune,2020
Organic,242,Recycling,Visakhapatnam,2020
Plastic,107,Landfill,Jaipur,2022
Organic,270,Recycling,Nagpur,2021
Plastic,137,Recycling,Vasai-Virar,2022
Paper,68,Recycling,Varanasi,2022
Paper,164,Composting,Varanasi,2022
Organic,52,Recycling,Faridabad,2020
Paper,179,Recycling,Bhopal,2021
Organic,218,Recycling,Surat,2021
Plastic,237,Landfill,Nashik,2021
Organic,124,Recycling,Pimpri-Chinchwad,2020
Organic,118,Recycling,Visakhapatnam,2020
Paper,168,Recycling,Nashik,2020
Plastic,111,Landfill,Pune,2021
Organic,263,Recycling,Rajkot,2020
Organic,234,Recycling,Varanasi,2023
Plastic,150,Recycling,Visakhapatnam,2020
Plastic,173,Composting,Pimpri-Chinchwad,2022
Plastic,234,Composting,Surat,2024
Organic,206,Recycling,Bhopal,2020
Plastic,80,Composting,Bangalore,2020
Plastic,212,Recycling,Kanpur,2023
Paper,71,Recycling,Mumbai,2023
Paper,194,Composting,Agra,2020
Organic,107,Recycling,Vadodara,2021
Organic,205,Recycling,Vadodara,2020
Plastic,83,Landfill,Delhi,2022
Plastic,232,Recycling,Meerut,2022
Organic,167,Recycling,Nagpur,2020
Organic,254,Composting,Visakhapatnam,2022
Plastic,261,Composting,Jaipur,2022
Organic,149,Composting,Chennai,2020
Organic,167,Recycling,Kalyan-Dombivli,2021
Organic,239,Recycling,Rajkot,2020
Plastic,235,Composting,Bhopal,2023
Paper,217,Recycling,Nashik,2023
Plastic,248,Recycling,Faridabad,2023
Organic,226,Composting,Nashik,2020
Organic,217,Recycling,Nagpur,2020
Organic,229,Recycling,Patna,2022
Paper,146,Composting,Hyderabad,2020
Organic,225,Recycling,Ludhiana,2022
Organic,52,Composting,Delhi,2020
Organic,198,Recycling,Rajkot,2024
Paper,133,Landfill,Nashik,2022
Plastic,217,Composting,Mumbai,2023
Paper,98,Recycling,Chennai,2023
Organic,248,Recycling,Thane,2020
Organic,107,Recycling,Lucknow,2020
Organic,72,Landfill,Surat,2020
Organic,265,Landfill,Agra,2022
Paper,100,Recycling,Ahmedabad,2021
Plastic,218,Composting,Bhopal,2020
Paper,125,Composting,Ahmedabad,2020
Paper,91,Recycling,Ghaziabad,2023
Organic,73,Landfill,Chennai,2022
Organic,209,Recycling,Kalyan-Dombivli,2022
Plastic,189,Recycling,Indore,2020
Organic,202,Recycling,Kanpur,2020
Plastic,104,Composting,Kanpur,2021
Organic,78,Landfill,Ludhiana,2021
Organic,167,Recycling,Kalyan-Dombivli,2022
Organic,187,Recycling,Pimpri-Chinchwad,2020
Organic,207,Composting,Pimpri-Chinchwad,2021
Plastic,192,Landfill,Kanpur,2023
Paper,134,Composting,Patna,2023
Organic,52,Composting,Kalyan-Dombivli,2021
Organic,118,Recycling,Vasai-Virar,2023
Organic,156,Recycling,Kalyan-Dombivli,2021
Plastic,168,Recycling,Kolkata,2020
Paper,70,Composting,Visakhapatnam,2023
Paper,116,Composting,Nashik,2020
Organic,196,Recycling,Kanpur,2022
Organic,215,Landfill,Ludhiana,2022
Organic,192,Recycling,Kalyan-Dombivli,2020
Organic,238,Recycling,Ahmedabad,2020
Plastic,220,Composting,Ahmedabad,2021
Plastic,100,Composting,Ludhiana,2020
Paper,193,Recycling,Meerut,2021
Paper,273,Recycling,Meerut,2022
Paper,53,Landfill,Meerut,2021
Paper,147,Composting,Vadodara,2023
Organic,291,Composting,Pune,2022
Organic,132,Recycling,Rajkot,2021
Paper,230,Recycling,Hyderabad,2020
Plastic,62,Landfill,Visakhapatnam,2020
Paper,186,Composting,Varanasi,2020
Organic,100,Landfill,Ghaziabad,2022
Plastic,276,Recycling,Bhopal,2021
Organic,237,Composting,Bhopal,2020
Plastic,183,Composting,Pune,2020
Paper,100,Composting,Meerut,2020
Plastic,168,Recycling,Kanpur,2022
Organic,87,Recycling,Kalyan-Dombivli,2020
Organic,54,Recycling,Nagpur,2022
Paper,190,Composting,Vasai-Virar,2023
Plastic,108,Composting,Meerut,2020
Organic,257,Composting,Thane,2023
Organic,153,Composting,Chennai,2020
Organic,291,Recycling,Kalyan-Dombivli,2021
Organic,153,Recycling,Bhopal,2021
Plastic,198,Recycling,Nashik,2020
Organic,171,Recycling,Agra,2020
Plastic,210,Composting,Nashik,2021
Organic,76,Recycling,Thane,2020
Paper,57,Landfill,Ludhiana,2020
Plastic,190,Recycling,Surat,2020
Organic,261,Composting,Varanasi,2022
Organic,122,Recycling,Faridabad,2020
Plastic,229,Composting,Lucknow,2020
Organic,142,Composting,Ludhiana,2022
Plastic,66,Landfill,Ludhiana,2024
Organic,154,Recycling,Surat,2020
Paper,183,Composting,Rajkot,2021
Paper,234,Composting,Ludhiana,2020
Plastic,96,Recycling,Vasai-Virar,2020
Organic,110,Landfill,Bhopal,2020
Organic,280,Recycling,Jaipur,2021
Organic,91,Recycling,Jaipur,2020
Organic,194,Composting,Kanpur,2020
Plastic,125,Composting,Nagpur,2020
Organic,157,Composting,Meerut,2021
Organic,72,Composting,Vadodara,2021
Plastic,52,Composting,Meerut,2024
Paper,63,Landfill,Mumbai,2022
Organic,74,Recycling,Chennai,2020
Organic,141,Recycling,Visakhapatnam,2022
Paper,239,Composting,Agra,2020
Organic,59,Composting,Thane,2021
Organic,291,Recycling,Ahmedabad,2020
Plastic,89,Composting,Indore,2022
Plastic,193,Recycling,Agra,2022
Paper,291,Recycling,Kolkata,2023
Plastic,52,Composting,Pune,2022
Organic,52,Recycling,Rajkot,2021
Paper,217,Recycling,Mumbai,2020
Organic,200,Recycling,Agra,2021
Organic,52,Recycling,Surat,2020
Paper,214,Composting,Nagpur,2020
Organic,70,Recycling,Chennai,2023
Plastic,63,Landfill,Thane,2020
Paper,291,Composting,Kolkata,2020
Plastic,87,Composting,Varanasi,2020
Plastic,186,Composting,Rajkot,2020
Organic,116,Composting,Agra,2020
Plastic,71,Recycling,Nashik,2020
Plastic,277,Landfill,Meerut,2023
Plastic,179,Composting,Visakhapatnam,2023
Paper,210,Composting,Ludhiana,2023
Paper,277,Composting,Thane,2022
Plastic,118,Composting,Pune,2023
Paper,191,Recycling,Meerut,2021
Paper,114,Recycling,Agra,2020
Plastic,216,Composting,Kanpur,2020
Plastic,241,Recycling,Vasai-Virar,2022
Organic,163,Recycling,Ghaziabad,2022
Organic,245,Recycling,Pimpri-Chinchwad,2021
Organic,277,Landfill,Ludhiana,2021
Organic,275,Recycling,Kalyan-Dombivli,2020
Organic,260,Recycling,Chennai,2021
Plastic,86,Composting,Surat,2020
Plastic,82,Recycling,Visakhapatnam,2022
Plastic,89,Composting,Varanasi,2020
Organic,71,Composting,Nagpur,2020
Plastic,170,Recycling,Kalyan-Dombivli,2022
Organic,217,Recycling,Ahmedabad,2020
Organic,121,Composting,Vasai-Virar,2021
Organic,245,Recycling,Vadodara,2023
Paper,125,Recycling,Pune,2020
Organic,124,Recycling,Mumbai,2020
Plastic,74,Composting,Delhi,2020
Organic,238,Recycling,Vadodara,2020
Organic,92,Recycling,Vadodara,2020
Plastic,52,Landfill,Meerut,2024
Paper,69,Landfill,Surat,2024
Organic,196,Recycling,Nagpur,2020
Plastic,270,Composting,Vasai-Virar,2020
Organic,186,Recycling,Rajkot,2020
Plastic,291,Recycling,Kanpur,2020
Organic,96,Recycling,Vadodara,2020
Plastic,123,Composting,Vadodara,2020
Organic,185,Composting,Vadodara,2020
Organic,52,Composting,Pune,2020
Organic,116,Recycling,Delhi,2020
Plastic,52,Landfill,Agra,2022
Organic,285,Recycling,Nagpur,2020
Organic,126,Recycling,Surat,2021
Paper,269,Composting,Chennai,2020
Organic,250,Recycling,Hyderabad,2020
Paper,141,Composting,Chennai,2021
Organic,63,Landfill,Ahmedabad,2021
Plastic,79,Landfill,Hyderabad,2020
Organic,210,Composting,Vasai-Virar,2020
Organic,188,Composting,Nagpur,2020
Plastic,52,Composting,Hyderabad,2023
Plastic,234,Recycling,Vasai-Virar,2020
Organic,188,Composting,Vasai-Virar,2020
Plastic,73,Composting,Jaipur,2023
Organic,148,Recycling,Ludhiana,2023
Plastic,162,Recycling,Bangalore,2022
Paper,127,Composting,Jaipur,2020
Organic,159,Recycling,Vadodara,2021
Paper,108,Composting,Ahmedabad,2020
Paper,204,Composting,Pune,2022
Paper,174,Composting,Nagpur,2020
Organic,87,Landfill,Pune,2021
Plastic,206,Composting,Nashik,2020
Organic,85,Recycling,Rajkot,2020
Paper,179,Recycling,Bhopal,2024
Paper,202,Recycling,Nagpur,2020
Organic,83,Recycling,Ludhiana,2021
Organic,82,Composting,Surat,2020
Plastic,212,Landfill,Ghaziabad,2023
Plastic,190,Recycling,Vadodara,2021
Paper,148,Composting,Nagpur,2020
Plastic,198,Landfill,Vasai-Virar,2024
Plastic,65,Composting,Rajkot,2021
Organic,136,Recycling,Nashik,2021
Plastic,72,Recycling,Visakhapatnam,2023
Organic,161,Composting,Nagpur,2020
Paper,244,Recycling,Ghaziabad,2021
Organic,223,Recycling,Vasai-Virar,2020
Paper,201,Recycling,Vadodara,2020
Paper,160,Composting,Visakhapatnam,2023
Organic,95,Composting,Meerut,2020
Plastic,67,Landfill,Nagpur,2024
Organic,148,Recycling,Jaipur,2020
Paper,124,Recycling,Indore,2022
Organic,60,Composting,Ludhiana,2023
Plastic,142,Composting,Kanpur,2021
Paper,201,Composting,Nagpur,2023
Organic,110,Recycling,Jaipur,2020
Plastic,191,Landfill,Meerut,2020
Plastic,52,Recycling,Jaipur,2022
Organic,215,Landfill,Visakhapatnam,2022
Plastic,238,Recycling,Surat,2022
Organic,87,Recycling,Rajkot,2022
Plastic,153,Composting,Jaipur,2022
Organic,155,Recycling,Delhi,2022
Plastic,208,Composting,Vasai-Virar,2020
Organic,119,Composting,Nashik,2020
Paper,218,Composting,Kolkata,2020
Plastic,201,Recycling,Pune,2022
Paper,226,Recycling,Rajkot,2020
Organic,124,Recycling,Ahmedabad,2020
Paper,201,Composting,Pimpri-Chinchwad,2020
Organic,230,Recycling,Pimpri-Chinchwad,2020
Plastic,114,Landfill,Thane,2023
Plastic,52,Composting,Jaipur,2020
Paper,98,Recycling,Rajkot,2021
Plastic,200,Composting,Jaipur,2020
Organic,254,Recycling,Nagpur,2020
Plastic,52,Landfill,Meerut,2022
Organic,141,Recycling,Thane,2021
Plastic,218,Composting,Nagpur,2020
Paper,249,Composting,Pimpri-Chinchwad,2020
Organic,106,Recycling,Kalyan-Dombivli,2020
Paper,152,Composting,Vadodara,2023
Plastic,59,Composting,Jaipur,2022
Organic,282,Recycling,Patna,2021
Paper,155,Recycling,Varanasi,2024
Plastic,208,Recycling,Ludhiana,2020
Plastic,126,Composting,Faridabad,2024
Plastic,217,Composting,Vasai-Virar,2023
Organic,115,Recycling,Bangalore,2021
Plastic,187,Composting,Jaipur,2020
Plastic,112,Recycling,Thane,2020
Organic,90,Recycling,Kanpur,2020
Organic,201,Recycling,Surat,2021
Organic,175,Recycling,Lucknow,2022
Organic,261,Recycling,Kanpur,2020
Organic,281,Composting,Meerut,2023
Organic,242,Recycling,Ghaziabad,2020
Organic,166,Recycling,Nagpur,2020
Paper,203,Composting,Ludhiana,2023
Plastic,52,Recycling,Surat,2020
Organic,87,Composting,Kalyan-Dombivli,2024
Organic,96,Composting,Ludhiana,2020
Organic,107,Landfill,Hyderabad,2024
Paper,52,Composting,Meerut,2020
Plastic,60,Composting,Pune,2020
Organic,168,Landfill,Bhopal,2020
Plastic,52,Composting,Pune,2020
Plastic,198,Recycling,Vasai-Virar,2021
Organic,239,Recycling,Nagpur,2020
Organic,233,Recycling,Bangalore,2020
Organic,222,Recycling,Ludhiana,2020
Organic,208,Composting,Kalyan-Dombivli,2020
Organic,258,Recycling,Kalyan-Dombivli,2021
Organic,214,Composting,Ludhiana,2020
Plastic,266,Composting,Jaipur,2020
Plastic,210,Recycling,Hyderabad,2023
Paper,213,Recycling,Rajkot,2020
Plastic,75,Landfill,Kanpur,2020
Organic,59,Landfill,Varanasi,2024
Plastic,144,Composting,Chennai,2020
Paper,166,Composting,Ahmedabad,2022
Plastic,105,Landfill,Chennai,2024
Plastic,164,Composting,Bhopal,2020
Paper,269,Recycling,Varanasi,2021
Plastic,171,Recycling,Kalyan-Dombivli,2021
Paper,244,Recycling,Pune,2020
Organic,261,Recycling,Jaipur,2022
Organic,183,Landfill,Ludhiana,2024
Organic,103,Composting,Indore,2020
Plastic,194,Landfill,Varanasi,2020
Paper,265,Composting,Nashik,2023
Paper,201,Recycling,Kolkata,2020
Organic,113,Recycling,Vadodara,2020
Plastic,139,Composting,Kalyan-Dombivli,2020
Organic,227,Recycling,Ahmedabad,2020
Plastic,187,Composting,Delhi,2022
Paper,92,Recycling,Mumbai,2021
Paper,240,Recycling,Lucknow,2020
Plastic,65,Recycling,Kanpur,2020
Paper,177,Landfill,Ludhiana,2020
Organic,208,Landfill,Visakhapatnam,2020
Plastic,106,Recycling,Vasai-Virar,2021
Plastic,205,Composting,Thane,2020
Organic,229,Recycling,Mumbai,2020
Plastic,193,Recycling,Chennai,2020
Organic,170,Recycling,Faridabad,2021
Plastic,100,Recycling,Nagpur,2020
Organic,107,Composting,Visakhapatnam,2020
